itemID,due_date,order_release,batch_size
2,32801.64539929298,25396.645399292982,96
3,71931.23609892136,63482.236098921356,81
4,19031.754984779353,16549.754984779353,15
5,19417.52885298428,15996.528852984282,27
1,10224.468645196372,8000.468645196371,35
2,32605.407142353855,28907.407142353855,120
3,98523.10049358761,86624.10049358761,109
4,20633.275586088,16834.275586088,25
5,20487.341689166653,16156.341689166653,34
1,10649.970893380623,9420.970893380623,20
2,42255.189136112574,30537.189136112574,149
3,96929.0318899287,87847.0318899287,78
4,19467.98138344031,17690.98138344031,23
5,20275.437798222745,17151.437798222745,27
1,13373.770664317,10059.770664317,38
2,43684.19571826016,37931.19571826016,97
3,96489.160650723,88458.160650723,170
4,19728.347343104364,18293.347343104364,16
5,20153.068660539695,18911.068660539695,26
1,13203.162257356998,10836.162257356998,28
2,45541.32509215464,41948.32509215464,79
3,104466.78561141434,92682.78561141434,116
4,20303.58850439033,18424.58850439033,15
5,22159.714881572563,20159.714881572563,38
1,14458.454046339297,13246.454046339297,19
2,46830.878240471866,43293.878240471866,63
3,100696.80351729321,97678.80351729321,67
4,22098.152966552425,18840.152966552425,21
5,26310.345914063168,22791.345914063168,37
1,14605.890939005028,13274.890939005028,14
2,51033.5500966961,47872.5500966961,65
3,109181.59570614948,98915.59570614948,103
4,20973.963499899324,20098.963499899324,13
5,29026.99674682558,24447.99674682558,39
1,17090.249487380603,14101.249487380603,38
2,58410.99464772236,48972.99464772236,136
3,108489.20420218857,102943.20420218857,113
4,23238.038303562844,20496.038303562844,26
5,27769.001477283997,25232.001477283997,28
1,17535.90332312078,15294.90332312078,37
2,55753.49117922797,53033.49117922797,72
3,115183.2767330825,103324.2767330825,130
4,24061.222595471234,20674.222595471234,19
5,29675.930763695244,25433.930763695244,44
1,17544.970396312885,15338.970396312883,26
2,61673.958219863154,53193.958219863154,148
3,112304.45291892138,105881.45291892138,61
4,22712.61205704504,21249.61205704504,11
5,27875.26581879887,25884.26581879887,34
1,18572.64679851671,16454.64679851671,20
2,66258.40377683047,55581.40377683048,149
3,109285.43471607572,105889.43471607572,53
4,24279.00562649861,22539.00562649861,24
5,30659.344877150892,26087.344877150892,42
1,21235.21826064246,17712.21826064246,36
2,61535.75706853011,59059.75706853011,72
3,131865.07981908033,128184.07981908033,77
4,26529.52807341843,22802.52807341843,21
5,29571.914291126424,28200.914291126424,17
1,22430.090338879967,18806.090338879967,33
2,72371.43480866033,62725.43480866033,132
3,137674.164261902,132199.164261902,96
4,24552.585163627435,22969.585163627435,23
5,32781.793193263235,28391.79319326324,35
1,20746.29079718114,19223.29079718114,12
2,70499.42524382408,66641.42524382408,57
3,146636.14702777055,134741.14702777055,140
4,24859.092064310502,23385.092064310502,16
5,30354.92474404357,28421.92474404357,35
1,21881.69296003497,20451.69296003497,22
2,68975.77036461941,66688.77036461941,62
3,143603.50192086358,140346.50192086358,59
4,26784.34232391751,23889.34232391751,28
5,33311.24252337047,29741.24252337047,31
1,23724.11841326033,20679.11841326033,33
2,78574.71155663749,73619.71155663749,98
3,145603.92210335526,141851.92210335526,58
4,26377.016651671387,24699.016651671387,25
5,34464.13338968859,31184.13338968859,43
1,23991.397728775264,21305.397728775264,32
2,87789.05272110339,78035.05272110339,127
3,163059.88017800642,156116.88017800642,53
4,27843.456084567886,25225.456084567886,28
5,35874.25072187775,32548.250721877746,39
1,22729.677243525413,21339.677243525413,25
2,83321.4475569823,78382.4475569823,130
3,160903.35406595533,156373.35406595533,81
4,29678.910319675182,26240.910319675182,27
5,36128.7747401567,34706.7747401567,22
1,23974.08087247824,21428.08087247824,27
2,85082.73448506657,79049.73448506657,131
3,165652.01282690768,156966.01282690768,107
4,28961.635114495384,26498.635114495384,21
5,36138.363863650244,35029.363863650244,18
1,22726.33836132952,21528.33836132952,17
2,88814.62166576991,79484.62166576991,124
3,167257.8162410401,158002.8162410401,129
4,29864.99737495754,26675.99737495754,19
5,37427.861831993796,35629.861831993796,17
1,25822.08731603454,24285.08731603454,18
2,92385.49617222663,86474.49617222663,98
3,171928.88640181388,159371.88640181388,136
4,29979.379231632396,27717.379231632396,26
5,39514.19416555517,37306.19416555517,35
1,26530.309378914713,24752.309378914713,14
2,93183.27864344044,89450.27864344044,116
3,163799.57161605672,160314.57161605672,64
4,34587.41446758169,31167.414467581693,27
5,40804.41350367726,37343.41350367726,30
1,29522.316752788935,26321.316752788935,28
2,104317.8591494372,100887.8591494372,74
3,169871.27338752386,163350.27338752386,56
4,33031.996016342775,31857.996016342775,12
5,38493.54153594719,37466.54153594719,14
1,29135.433245506454,26718.433245506454,21
2,114412.50766646689,104617.50766646689,128
3,186801.49350814888,173628.49350814888,130
4,35015.95048617806,32702.950486178055,19
5,44158.50511952177,39447.50511952177,43
1,30465.950142074656,28369.950142074656,32
2,113935.34737880673,108983.34737880673,142
3,194412.51402880854,174778.51402880854,167
4,35014.824565768344,33568.824565768344,12
5,42537.27086858005,39448.27086858005,30
1,33558.19921877762,29837.199218777623,36
2,119602.73159831889,109706.73159831889,152
3,190861.24193533463,183525.24193533463,138
4,36365.87951084657,34467.87951084657,14
5,42442.302751186,39807.302751186,38
1,31378.620195239073,29991.620195239073,33
2,123171.53696697213,113483.53696697213,153
3,195954.3084909454,189477.3084909454,117
4,37440.14489596114,35641.14489596114,19
5,42221.16238907178,40471.16238907178,34
1,35106.47941074904,32295.479410749038,26
2,133479.06908180588,124201.06908180586,109
3,198885.42486848566,192621.42486848566,63
4,39667.45169091835,36302.45169091835,24
5,42594.240426371696,40497.240426371696,32
1,35730.442435967205,33907.442435967205,27
2,138534.12434400967,126869.12434400967,152
3,206590.0223006252,196771.0223006252,79
4,39093.5353240775,36333.5353240775,17
5,48197.74564233788,45630.74564233788,21
1,37979.440849918654,34070.440849918654,37
2,136863.70175058898,130051.70175058898,94
3,205148.2713154654,200469.2713154654,62
4,40104.10210585366,38291.10210585366,10
5,48308.39244687653,46194.39244687653,24
1,35803.31943349382,34572.31943349382,24
2,141902.99349916258,136298.99349916258,140
3,216476.7897862338,201441.7897862338,130
4,41899.71458441133,38666.71458441133,21
5,49818.48897390851,46792.48897390851,35
1,38067.543095688874,36474.543095688874,13
2,149376.2094775492,138958.2094775492,134
3,212688.5373603592,204684.5373603592,76
4,40669.39476677996,39242.39476677996,18
5,51119.952753034406,49395.952753034406,14
1,39635.35691957165,36697.35691957165,34
2,148946.98424101548,141817.98424101548,113
3,208813.09841970092,205309.09841970092,59
4,41553.78532085333,39746.78532085333,19
5,51794.65942618405,50454.65942618405,20
1,39522.33742827357,36781.33742827357,33
2,150991.84237828656,143993.84237828656,142
3,211248.40772413564,206986.40772413564,77
4,43688.09587040756,42694.09587040756,12
5,55082.50210157966,50509.50210157966,43
1,40505.220902684254,37001.220902684254,32
2,149229.25569081403,144377.25569081403,72
3,232590.40791757553,220601.40791757553,103
4,43829.30503562756,42737.30503562756,13
5,53864.38692265581,50517.38692265581,34
1,42265.54249106245,39556.54249106245,26
2,150262.649028008,147794.649028008,77
3,227517.02943354627,222038.02943354627,55
4,45696.761297215045,44087.761297215045,12
5,54497.38322198983,51404.38322198983,29
1,42414.975578568636,41319.975578568636,12
2,152391.90564501059,148463.90564501059,78
3,242781.99579360976,222146.99579360976,174
4,48041.93031059221,45073.93031059221,18
5,55388.298413463395,51424.298413463395,33
1,44972.52943638295,42045.52943638295,33
2,157905.68708624135,150592.68708624135,137
3,230727.08877458202,224074.08877458202,55
4,51720.14574343578,47240.14574343578,27
5,53966.77124915958,51773.77124915958,37
1,43737.50094812753,42169.50094812753,20
2,155537.33762557784,151995.33762557784,58
3,244451.0273881788,233370.0273881788,123
4,51550.103488225745,49425.103488225745,15
5,54487.65194376627,52653.65194376627,35
1,47283.25921567478,44108.25921567478,29
2,165199.51183177414,153969.51183177414,141
3,244559.07436061464,236712.07436061464,146
4,51636.313881041904,49781.313881041904,23
5,57873.96917209492,55065.96917209492,32
1,47219.42394629645,44254.42394629645,38
2,163920.73369452756,160089.73369452756,57
3,247890.13312169228,241687.13312169228,83
4,55228.629768342355,52725.629768342355,21
5,57247.49816265851,55583.49816265851,20
1,47601.60977980119,46144.60977980119,12
2,169438.2984269112,160903.2984269112,125
3,256742.57377876533,245170.57377876533,150
4,57589.70038530493,54530.70038530493,19
5,58292.33332558119,55669.33332558119,38
1,47621.02823094243,46652.02823094243,19
2,169302.42806232738,162424.42806232738,84
3,264221.9168724759,248903.91687247585,149
4,56680.021336099795,55229.021336099795,10
5,60156.27591597908,56476.27591597908,31
1,50264.84203275869,48803.84203275869,13
2,166184.3287445847,163122.3287445847,58
3,264211.03876062884,256406.03876062884,129
4,60132.84665744597,56777.84665744597,24
5,62099.14377142452,59039.14377142452,29
1,52654.498467102356,50482.498467102356,35
2,178820.84333160822,171634.84333160822,148
3,274403.5256111459,257841.52561114586,134
4,61291.56643290033,59133.56643290033,23
5,61014.5338306013,59107.5338306013,18
1,52449.57710388989,51144.57710388989,26
2,183950.7522608709,175457.7522608709,153
3,270334.131086665,263617.131086665,123
4,60960.07136649919,59500.07136649919,12
5,64065.42715563366,60298.42715563366,30
1,53507.58955803935,51202.58955803935,28
2,181963.8790876977,178187.8790876977,81
3,275001.4327393307,266986.4327393307,107
4,63954.18195897323,59530.18195897323,28
5,68620.82570811748,63837.825708117474,40
1,52618.782384906146,51384.782384906146,14
2,185100.16172025798,180835.16172025798,144
3,279670.7741285909,268654.7741285909,174
4,60484.035353058505,59555.035353058505,11
5,65851.74276255889,64274.74276255888,20
1,53900.26648714173,52052.26648714173,20
2,191836.64261485366,182311.64261485366,133
3,279891.8650286032,269508.8650286032,83
4,64124.142792358965,62292.142792358965,27
5,66633.0450139854,64326.045013985386,22
1,56497.791272166076,53019.791272166076,34
2,191539.23998704122,187305.23998704122,58
3,278094.363563014,270131.363563014,136
4,64985.319615805725,64203.319615805725,11
5,69642.96729306606,65142.96729306606,41
1,55757.07248475131,53768.07248475131,17
2,191409.33038279956,187585.33038279956,98
3,283701.458101923,270138.458101923,108
4,68511.95072081748,65564.95072081748,28
5,69492.71601052511,65490.71601052511,43
1,58049.80187256783,54795.80187256783,37
2,193515.66699865655,187854.66699865655,108
3,285609.9964115485,271128.9964115485,142
4,69527.66323275445,68363.66323275445,14
5,68068.3087273055,66454.3087273055,21
1,57316.702452340236,55922.702452340236,15
2,194648.3172270867,190390.3172270867,130
3,277557.9768786435,271420.9768786435,54
4,69771.57409477977,68381.57409477977,17
5,68920.37644220305,67399.37644220305,25
1,58644.08652950024,56073.08652950024,36
2,203639.1966751577,194999.1966751577,144
3,280859.1054699989,272374.1054699989,77
4,72774.34787738374,69302.34787738374,26
5,70879.55524961642,69325.55524961642,19
1,58958.19939316578,57718.19939316578,15
2,203518.76625001003,195348.76625001003,100
3,282821.52863202296,272501.52863202296,112
4,71605.14136535813,70558.14136535813,10
5,71200.13823604803,69754.13823604803,16
1,59414.30873015604,58346.30873015604,19
2,204493.00764201806,196234.00764201806,154
3,282604.6970125737,275532.6970125737,56
4,74060.14701843659,72699.14701843659,18
5,73509.79480590564,70490.79480590564,24
1,61328.92365457437,58499.92365457437,37
2,210156.09654983282,204211.09654983282,146
3,287175.7693008849,279367.7693008849,113
4,74993.65769759008,73560.65769759008,11
5,72175.24104324577,71007.24104324577,21
1,60424.795174310115,58799.795174310115,21
2,211797.30392767608,205085.30392767608,79
3,292787.77698812156,280593.77698812156,106
4,75935.01283755011,74229.01283755011,21
5,75614.91475145053,72796.91475145053,42
1,61452.18162554246,59722.18162554246,36
2,215228.14418347055,208026.14418347055,84
3,291874.2973734041,280840.2973734041,142
4,78669.6495892082,76345.6495892082,27
5,76911.49092745304,74045.49092745304,38
1,61489.12697139883,59971.12697139883,26
2,216284.50261578505,208628.50261578505,134
3,290549.2927969759,284142.2927969759,112
4,81508.33240591011,77536.33240591011,27
5,76171.43329281083,74350.43329281083,17
1,63840.804777410354,61336.804777410354,23
2,213833.24146456606,208872.24146456606,81
3,289478.10680035746,285554.10680035746,73
4,82434.99475200873,79802.99475200873,15
5,78558.08688707334,75296.08688707334,39
1,65797.09429335044,64690.09429335044,26
2,212448.87586091235,208990.87586091235,80
3,296838.5243066818,287960.5243066818,76
4,85336.96142903987,83457.96142903987,21
5,78610.5445227815,75709.5445227815,29
1,68849.74665860484,67710.74665860484,15
2,213817.2493709004,210495.2493709004,68
3,300541.0076317878,290785.0076317878,106
4,88349.01445323534,84201.01445323534,26
5,78272.97648749113,76981.97648749113,24
1,68830.81969847062,67716.81969847062,16
2,220757.97940568204,212779.97940568204,110
3,301619.79338185757,291433.79338185757,123
4,88744.27806657276,86989.27806657276,20
5,81283.6470887506,77847.6470887506,39
1,70109.08369942565,68374.08369942565,17
2,218468.80175419617,213591.80175419617,108
3,306219.43125990254,299509.43125990254,57
4,89879.84830486776,87883.84830486776,16
5,83282.39023747147,78925.39023747147,38
1,71723.44329327894,69598.44329327894,22
2,227265.47596421302,222086.47596421302,98
3,310305.57022008504,301668.57022008504,137
4,91493.15706591388,89953.15706591388,22
5,83431.69457974049,79640.69457974049,31
1,71639.44017641614,69694.44017641614,38
2,231639.7132977062,223035.7132977062,120
3,315419.73695114494,303542.73695114494,171
4,91912.64283444975,90769.64283444975,16
5,82695.76580181965,81440.76580181965,19
1,70926.71125241087,69719.71125241087,15
2,234945.91811839546,230070.91811839546,134
3,315257.43284025433,307432.43284025433,131
4,93293.81804574985,91715.81804574985,20
5,84349.57766458241,81845.57766458241,25
1,72969.49818117265,71272.49818117265,18
2,234972.85213953033,230126.85213953033,139
3,320742.81226501806,309243.81226501806,138
4,93214.45085384724,92054.45085384724,11
5,85745.67918224091,83214.67918224091,38
1,73300.63408140013,71352.63408140013,35
2,240409.16759418338,231497.16759418338,149
3,324329.2502029073,310328.2502029073,152
4,95151.15452768272,93210.15452768272,17
5,88519.64961315719,85874.64961315719,26
1,74188.80726581697,72779.80726581697,35
2,235465.11593569236,233260.11593569236,57
3,326773.4683852943,311281.4683852943,167
4,96557.64352423584,94426.64352423584,15
5,89191.05517096251,86545.05517096251,21
1,75727.97603661755,73560.97603661755,33
2,242057.09512361602,237051.09512361602,134
3,324231.2583706476,318004.2583706476,138
4,96967.11674792568,94639.11674792568,22
5,100722.69294055927,95305.69294055927,43
1,75337.77635870462,73811.77635870462,15
2,242826.71788681045,238318.71788681045,81
3,335606.4733343419,318256.4733343419,139
4,96562.27965951785,95164.27965951785,13
5,99028.12923185652,97282.12923185652,17
1,76399.31804757318,74445.31804757318,18
2,247272.81377675346,242313.81377675346,83
3,327583.1425656441,322037.1425656441,84
4,99244.75200884762,97990.75200884762,10
5,100470.05616476784,97967.05616476784,19
1,78285.57905168794,76716.57905168794,16
2,250104.51451353985,244661.51451353985,133
3,333894.79269224114,325765.79269224114,108
4,101082.73688701281,98879.73688701281,17
5,103234.3381907965,100000.3381907965,25
1,78074.51729716401,77115.51729716401,17
2,261368.2242504947,256046.2242504947,98
3,341982.4439092887,327296.4439092887,135
4,102319.99584072141,100789.99584072141,14
5,102648.97295023117,100611.97295023117,41
1,80071.41565075505,77632.41565075505,38
2,260135.1045292712,256505.1045292712,53
3,344777.85922540905,339831.85922540905,95
4,101755.97286378531,100876.97286378531,11
5,104360.455871809,101465.455871809,24
1,80023.27946839384,78787.27946839384,15
2,261545.46900693447,258557.46900693447,75
3,359019.9011585836,343169.9011585836,159
4,105879.87790636238,102459.87790636238,28
5,104146.44644409067,102331.44644409067,33
1,81310.88685430423,79714.88685430423,14
2,266002.38409821026,259269.38409821023,127
3,354779.23063870135,350655.23063870135,84
4,103697.1706557898,102941.1706557898,11
5,105662.98850926245,103054.98850926245,39
1,82488.81090309357,80497.81090309357,34
2,262741.6603979182,259356.6603979182,49
3,357257.516124792,352040.516124792,86
4,108616.45048773717,104764.45048773717,26
5,106080.57870689634,103729.57870689634,18
1,83276.57542994735,81269.57542994735,16
2,269913.07521798334,262293.07521798334,100
3,367217.1226763638,359562.1226763638,174
4,107711.7051716023,105387.7051716023,16
5,106837.94678932076,105097.94678932076,28
1,84943.20769332355,82136.20769332355,36
2,267407.4219340493,262587.4219340493,156
3,377796.2829027077,364408.2829027077,171
4,109650.58786488521,105964.58786488521,25
5,109734.28116762755,105324.28116762755,35
1,85439.22049729366,82748.22049729366,35
2,271752.7282502673,267796.7282502673,68
3,375157.0534461896,365381.0534461896,113
4,108440.0194198925,106199.0194198925,25
5,108667.36319554379,106153.36319554379,33
1,87971.96614252913,86465.96614252913,33
2,274146.90042573604,267890.90042573604,131
3,376234.90818635834,365444.90818635834,133
4,108777.42714633392,106200.42714633392,22
5,110552.02916250382,107563.02916250382,22
1,89695.94505682393,86721.94505682393,36
2,271205.7043677926,268022.7043677926,48
3,381316.76519154425,371946.76519154425,160
4,107839.61146100643,106222.61146100643,14
5,108814.67539174632,107888.67539174632,17
1,88872.43216608299,87290.43216608299,25
2,272587.4834966668,270804.4834966668,51
3,381912.8239761866,372264.8239761866,133
4,107753.7543647128,106287.7543647128,11
5,111879.04243598414,108078.04243598414,30
1,90309.29985903983,88404.29985903983,34
2,276727.92505843163,273248.92505843163,74
3,390307.5703574539,379402.5703574539,120
4,107812.6950003732,107097.6950003732,10
5,111713.28427557235,108116.28427557235,37
1,90909.9465606534,89037.9465606534,19
2,284092.4034050154,277450.4034050154,150
3,388350.98325525824,383026.98325525824,82
4,109987.91090601795,107816.91090601795,13
5,110717.26047711195,108689.26047711195,32
1,94659.08126250676,91798.08126250676,28
2,287513.65732610703,278381.65732610703,110
3,401760.9017707542,383355.9017707542,162
4,112973.61004552718,111436.61004552718,10
5,116102.34845615567,113756.34845615567,20
1,93766.24688467578,91832.24688467578,31
2,293465.0947087234,284845.0947087234,114
3,387449.44052804704,383659.44052804704,85
4,114238.68291802907,111881.68291802907,22
5,120749.74016720714,116879.74016720714,32
1,94840.90286747852,92770.90286747852,26
2,292728.0523951793,288640.0523951793,103
3,397442.02591418516,388619.02591418516,145
4,116782.9401409251,113373.9401409251,19
5,122507.91093732683,117600.91093732683,39
1,95902.1757856721,94006.1757856721,24
2,298503.9034941522,293108.9034941522,105
3,399146.0368905712,391840.0368905712,126
4,115561.01065747376,114056.01065747376,11
5,121090.08974316406,117840.08974316406,43
1,95354.27677333602,94153.27677333602,12
2,298216.2913657803,293185.2913657803,122
3,408243.720144024,395478.720144024,144
4,116484.26266888701,114274.26266888701,27
5,121503.83519908573,120342.83519908573,17
1,98046.34801384281,94165.34801384281,37
2,300052.0442101913,294880.0442101913,121
3,408273.32981055946,398836.32981055946,103
4,118502.06111453779,115151.06111453779,21
5,129780.3786986013,125916.3786986013,31
1,100150.04520377476,96556.04520377476,36
2,304005.0992315658,297024.0992315658,124
3,404612.38342544733,400758.38342544733,78
4,122547.45803226734,120797.45803226734,13
5,130635.36201772238,125974.36201772238,42
1,98545.84647103542,96923.84647103542,14
2,302369.0746861971,300488.0746861971,55
3,407636.1129015224,402207.1129015224,123
4,123251.54717508859,120963.54717508859,15
5,128920.65917584406,127344.65917584406,27
1,100891.61506698602,97621.61506698602,32
2,307664.3652450634,301376.3652450634,114
3,429910.61976091965,417483.61976091965,115
4,123679.06499201508,121548.06499201508,19
5,130856.95239823568,127944.95239823568,27
1,99856.603655264,98040.603655264,29
2,309421.92689403845,304456.92689403845,67
3,440275.22670725005,422213.22670725005,173
4,126136.75777285112,123109.75777285112,19
5,130021.59507880625,127976.59507880625,29
1,99990.66949947333,98323.66949947333,14
2,312760.46867410326,307463.46867410326,103
3,434077.9894539046,424816.9894539046,99
4,124940.54844096456,123214.54844096456,10
5,132031.2388573963,130445.23885739631,28
1,100875.70043514112,98698.70043514112,18
2,314566.7858611641,309514.7858611641,68
3,432512.80789444805,425480.80789444805,152
4,125459.97701199821,123429.97701199821,21
5,134202.04905455478,131869.04905455478,26
1,102804.93520025857,101698.93520025857,12
2,318643.7809681048,310819.7809681048,127
3,441453.97911412804,427709.97911412804,155
4,127305.09676268387,125709.09676268387,11
5,133982.90473506192,132063.90473506192,18
1,103668.07709305185,102184.07709305185,26
2,316328.4438201444,311512.4438201444,103
3,434708.9960297532,430498.9960297532,94
4,127351.9302146641,125877.9302146641,22
5,135084.8523381739,132658.8523381739,31
1,104479.64851384195,102351.64851384195,25
2,313863.7005289661,311534.7005289661,61
3,455145.47287593,442175.47287593,166
4,130202.75931267929,127062.75931267929,20
5,137815.4671607371,133123.4671607371,39
1,104383.7940254947,102428.7940254947,19
2,315460.139659543,311751.139659543,68
3,449778.0734848541,446358.0734848541,57
4,130054.75045207179,128353.75045207179,13
5,138728.51534915855,134666.51534915855,33
1,105050.32215605288,102450.32215605288,30
2,320454.79763957043,315736.79763957043,147
3,454689.643903076,446658.643903076,92
4,131796.74161756824,130422.74161756823,11
5,138255.03956110307,136546.03956110307,14
1,105238.03346472792,103417.03346472792,27
2,323683.95777607715,315745.95777607715,92
3,464190.5618459491,447303.5618459491,138
4,133660.78941176555,131406.78941176555,23
5,141424.37536367244,139071.37536367244,17
1,104822.84502154528,103879.84502154528,19
2,321374.8466494507,315916.8466494507,146
3,462751.3452256013,455367.3452256013,145
4,134871.7876586584,132875.7876586584,23
5,142186.414565662,139795.414565662,44
1,108913.41376328164,105804.41376328164,37
2,321741.10059412906,317722.10059412906,119
3,463028.52158771525,458170.52158771525,64
4,136164.14857488367,133109.14857488367,26
5,142798.32516725274,140730.32516725274,43
1,108388.39340777395,105819.39340777395,33
2,322704.7135539749,318444.7135539749,54
3,472933.3344536397,459358.3344536397,110
4,135209.0254866339,134131.0254866339,11
5,143558.1124109063,141713.1124109063,27
1,108315.0099976015,106646.0099976015,35
2,329938.81628314295,318891.81628314295,140
3,466638.9886748449,460531.9886748449,97
4,136095.14633731273,134268.14633731273,28
5,144745.96308369725,142094.96308369725,26
1,111661.51812551435,107427.51812551435,38
2,326527.2434713926,323222.2434713926,55
3,482047.36452408327,466905.36452408327,168
4,137227.08904775282,134973.08904775282,15
5,143797.72877809298,142656.72877809298,17
1,110039.35257792108,107859.35257792108,18
2,329549.1632766678,323389.1632766678,78
3,490571.49446016486,483376.49446016486,118
4,139332.51952224426,136955.51952224426,13
5,145452.78384221374,143464.78384221374,26
1,109378.71560095983,108398.71560095983,18
2,327548.74546335335,324715.74546335335,76
3,489927.9071127673,485345.9071127673,88
4,144356.8620560535,140279.8620560535,27
5,147679.74450163194,143744.74450163194,35
1,111387.22290651094,109417.22290651094,25
2,336360.070239423,328608.070239423,157
3,502879.2852679803,486029.2852679803,148
4,142234.89297208597,140367.89297208597,18
5,146071.73587085403,144342.73587085403,34
1,112340.67832854699,110240.67832854699,24
2,337946.93804830173,328758.93804830173,119
3,499138.6944684343,488273.6944684343,171
4,144913.05967717376,141683.05967717376,25
5,148062.53786606746,145667.53786606746,29
1,113028.72296003562,110671.72296003562,33
2,331918.90549601155,329314.90549601155,68
3,506501.0687311145,502971.0687311145,62
4,144535.5847580886,143048.5847580886,13
5,148152.7823133394,146244.7823133394,16
1,113745.0755861602,111319.0755861602,35
2,338854.43574043334,331495.43574043334,132
3,517230.1506172999,509426.1506172999,155
4,151061.45969190393,146963.45969190393,28
5,151255.19148382152,147965.19148382152,41
1,113897.99443888883,112178.99443888883,16
2,336864.7694706574,332030.7694706574,72
3,536458.0999560894,521832.09995608946,173
4,148949.4643518351,147840.4643518351,15
5,150572.95558677329,148335.95558677329,20
1,119091.35255620093,116572.35255620093,35
2,340774.47994891676,333756.47994891676,143
3,542439.77291473,524030.77291473,165
4,152370.2920391801,148275.2920391801,27
5,150177.38230454738,148485.38230454738,19
1,118863.67209189352,117536.67209189352,12
2,342461.35212813225,333810.35212813225,111
3,533657.4689407824,530714.4689407824,55
4,152720.5493711289,149654.5493711289,20
5,152831.1228322654,148569.1228322654,41
1,119289.5870737011,117866.5870737011,12
2,342425.5510687005,338950.5510687005,70
3,547044.5351895038,538583.5351895038,126
4,152505.19344904873,151261.19344904873,15
5,151057.21676571306,148768.21676571306,31
1,119760.28389342496,118671.28389342496,13
2,345117.07204069715,340889.07204069715,120
3,553727.4446309968,546654.4446309968,136
4,153450.53069195987,152091.53069195987,10
5,151879.4186772265,149268.4186772265,33
1,120187.74470901919,119075.74470901919,14
2,346190.8634365022,341775.8634365022,95
3,550423.5634594976,546659.5634594976,80
4,154436.2385223765,152977.2385223765,10
5,152099.91336488788,149864.91336488788,22
1,120192.62770161274,119530.62770161274,12
2,347855.17083150515,342144.17083150515,83
3,553465.1713154219,547160.1713154219,100
4,155132.85875204226,153266.85875204226,14
